LNKD,1406799000000,186.74
LNKD,1406799060000,186.4
LNKD,1406799120000,186.02
LNKD,1406799180000,185.695
LNKD,1406799240000,184.45
LNKD,1406799300000,184.8
LNKD,1406799360000,182.01
LNKD,1406799420000,181.8099
LNKD,1406799480000,182.0
LNKD,1406799540000,183.55
LNKD,1406799600000,184.99
LNKD,1406799660000,184.4301
LNKD,1406799720000,184.88
LNKD,1406799780000,184.6
LNKD,1406799840000,184.03
LNKD,1406799900000,184.26
LNKD,1406799960000,184.07
LNKD,1406800020000,184.218
LNKD,1406800080000,183.65
LNKD,1406800140000,183.6175
LNKD,1406800200000,183.7764
LNKD,1406800260000,184.0
LNKD,1406800320000,185.21
LNKD,1406800380000,185.178
LNKD,1406800440000,184.26
LNKD,1406800500000,184.94
LNKD,1406800560000,184.6
LNKD,1406800620000,184.062
LNKD,1406800680000,183.27
LNKD,1406800740000,183.468
LNKD,1406800800000,183.04
LNKD,1406800860000,182.13
LNKD,1406800920000,182.743
LNKD,1406800980000,182.63
LNKD,1406801040000,182.36
LNKD,1406801100000,182.41
LNKD,1406801160000,182.41
LNKD,1406801220000,182.68
LNKD,1406801280000,182.7
LNKD,1406801340000,182.61
LNKD,1406801400000,182.23
LNKD,1406801460000,181.41
LNKD,1406801520000,182.35
LNKD,1406801580000,182.6822
LNKD,1406801640000,182.48
LNKD,1406801700000,182.311
LNKD,1406801760000,182.16
LNKD,1406801820000,182.29
LNKD,1406801880000,182.26
LNKD,1406801940000,182.86
LNKD,1406802000000,182.94
LNKD,1406802060000,182.87
LNKD,1406802120000,182.65
LNKD,1406802180000,182.59
LNKD,1406802240000,182.42
LNKD,1406802300000,182.37
LNKD,1406802360000,182.13
LNKD,1406802420000,181.75
LNKD,1406802480000,181.515
LNKD,1406802540000,181.63
LNKD,1406802600000,181.45
LNKD,1406802660000,181.54
LNKD,1406802720000,181.21
LNKD,1406802780000,181.0
LNKD,1406802840000,180.69
LNKD,1406802900000,180.8
LNKD,1406802960000,181.2001
LNKD,1406803020000,181.355
LNKD,1406803080000,181.5699
LNKD,1406803140000,181.515
LNKD,1406803200000,182.0
LNKD,1406803260000,181.67
LNKD,1406803320000,181.53
LNKD,1406803380000,181.72
LNKD,1406803440000,181.52
LNKD,1406803500000,181.86
LNKD,1406803560000,181.55
LNKD,1406803620000,181.74
LNKD,1406803680000,181.52
LNKD,1406803740000,181.505
LNKD,1406803800000,181.51
LNKD,1406803860000,181.56
LNKD,1406803920000,181.58
LNKD,1406803980000,181.4201
LNKD,1406804040000,181.56
LNKD,1406804100000,181.22
LNKD,1406804160000,181.23
LNKD,1406804220000,180.77
LNKD,1406804280000,180.78
LNKD,1406804340000,180.3
LNKD,1406804400000,180.3
LNKD,1406804460000,180.488
LNKD,1406804520000,180.4
LNKD,1406804580000,180.57
LNKD,1406804640000,180.525
LNKD,1406804700000,180.74
LNKD,1406804760000,181.04
LNKD,1406804820000,181.29
LNKD,1406804880000,181.12
LNKD,1406804940000,181.11
LNKD,1406805000000,181.435
LNKD,1406805060000,181.49
LNKD,1406805120000,181.55
LNKD,1406805180000,181.57
LNKD,1406805240000,181.8
LNKD,1406805300000,181.79
LNKD,1406805360000,181.75
LNKD,1406805420000,181.89
LNKD,1406805480000,181.7
LNKD,1406805540000,181.93
LNKD,1406805600000,181.99
LNKD,1406805660000,181.9238
LNKD,1406805720000,182.04
LNKD,1406805780000,182.33
LNKD,1406805840000,181.96
LNKD,1406805900000,182.14
LNKD,1406805960000,182.33
LNKD,1406806020000,182.43
LNKD,1406806080000,182.33
LNKD,1406806140000,182.08
LNKD,1406806200000,182.05
LNKD,1406806260000,181.859
LNKD,1406806320000,181.8
LNKD,1406806380000,181.66
LNKD,1406806440000,181.75
LNKD,1406806500000,181.56
LNKD,1406806560000,181.56
LNKD,1406806620000,181.11
LNKD,1406806680000,181.25
LNKD,1406806740000,181.101
LNKD,1406806800000,181.14
LNKD,1406806860000,181.242
LNKD,1406806920000,181.25
LNKD,1406806980000,181.3631
LNKD,1406807040000,181.4299
LNKD,1406807100000,181.141
LNKD,1406807160000,181.23
LNKD,1406807220000,181.01
LNKD,1406807280000,180.96
LNKD,1406807340000,180.705
LNKD,1406807400000,180.38
LNKD,1406807460000,180.409
LNKD,1406807520000,180.06
LNKD,1406807580000,179.944
LNKD,1406807640000,180.3
LNKD,1406807700000,181.04
LNKD,1406807760000,180.98
LNKD,1406807820000,180.95
LNKD,1406807880000,181.08
LNKD,1406807940000,180.83
LNKD,1406808000000,180.755
LNKD,1406808060000,180.74
LNKD,1406808120000,180.98
LNKD,1406808180000,181.2099
LNKD,1406808240000,181.03
LNKD,1406808300000,181.22
LNKD,1406808360000,181.105
LNKD,1406808420000,181.1381
LNKD,1406808480000,181.14
LNKD,1406808540000,181.0
LNKD,1406808600000,180.97
LNKD,1406808660000,181.0599
LNKD,1406808720000,180.89
LNKD,1406808780000,180.62
LNKD,1406808840000,180.56
LNKD,1406808900000,180.575
LNKD,1406808960000,180.53
LNKD,1406809020000,180.52
LNKD,1406809080000,180.525
LNKD,1406809140000,180.2168
LNKD,1406809200000,180.3
LNKD,1406809260000,180.25
LNKD,1406809320000,180.11
LNKD,1406809380000,180.11
LNKD,1406809440000,180.106
LNKD,1406809500000,180.05
LNKD,1406809560000,180.02
LNKD,1406809620000,180.14
LNKD,1406809680000,180.09
LNKD,1406809740000,180.02
LNKD,1406809800000,180.17
LNKD,1406809860000,180.02
LNKD,1406809920000,179.952
LNKD,1406809980000,180.42
LNKD,1406810040000,180.6
LNKD,1406810100000,180.62
LNKD,1406810160000,181.0
LNKD,1406810220000,181.065
LNKD,1406810280000,180.97
LNKD,1406810340000,181.14
LNKD,1406810400000,180.97
LNKD,1406810460000,181.166
LNKD,1406810520000,181.0
LNKD,1406810580000,181.11
LNKD,1406810640000,181.179
LNKD,1406810700000,181.01
LNKD,1406810760000,181.36
LNKD,1406810820000,181.4499
LNKD,1406810880000,181.58
LNKD,1406810940000,182.082
LNKD,1406811000000,182.1
LNKD,1406811060000,182.23
LNKD,1406811120000,182.24
LNKD,1406811180000,182.15
LNKD,1406811240000,182.15
LNKD,1406811300000,182.11
LNKD,1406811360000,182.21
LNKD,1406811420000,182.1801
LNKD,1406811480000,182.26
LNKD,1406811540000,182.18
LNKD,1406811600000,182.1499
LNKD,1406811660000,181.86
LNKD,1406811720000,181.91
LNKD,1406811780000,181.8
LNKD,1406811840000,181.93
LNKD,1406811900000,181.94
LNKD,1406811960000,181.825
LNKD,1406812020000,181.76
LNKD,1406812080000,181.74
LNKD,1406812140000,181.63
LNKD,1406812200000,181.94
LNKD,1406812260000,181.825
LNKD,1406812320000,181.87
LNKD,1406812380000,181.9499
LNKD,1406812440000,181.89
LNKD,1406812500000,181.98
LNKD,1406812560000,181.905
LNKD,1406812620000,181.63
LNKD,1406812680000,181.63
LNKD,1406812740000,181.72
LNKD,1406812800000,181.76
LNKD,1406812860000,181.72
LNKD,1406812920000,181.68
LNKD,1406812980000,181.44
LNKD,1406813040000,181.62
LNKD,1406813100000,181.54
LNKD,1406813160000,181.5
LNKD,1406813220000,181.58
LNKD,1406813280000,181.7
LNKD,1406813340000,181.6
LNKD,1406813400000,181.77
LNKD,1406813460000,181.67
LNKD,1406813520000,181.9
LNKD,1406813580000,182.2199
LNKD,1406813640000,182.225
LNKD,1406813700000,182.28
LNKD,1406813760000,182.1948
LNKD,1406813820000,182.37
LNKD,1406813880000,182.255
LNKD,1406813940000,182.09
LNKD,1406814000000,181.94
LNKD,1406814060000,181.85
LNKD,1406814120000,181.82
LNKD,1406814180000,181.93
LNKD,1406814240000,181.8175
LNKD,1406814300000,181.929
LNKD,1406814360000,181.66
LNKD,1406814420000,181.75
LNKD,1406814480000,181.86
LNKD,1406814540000,181.91
LNKD,1406814600000,181.945
LNKD,1406814660000,181.76
LNKD,1406814720000,181.305
LNKD,1406814780000,181.07
LNKD,1406814840000,181.13
LNKD,1406814900000,181.12
LNKD,1406814960000,181.36
LNKD,1406815020000,181.49
LNKD,1406815080000,181.33
LNKD,1406815140000,181.31
LNKD,1406815200000,181.75
LNKD,1406815260000,181.64
LNKD,1406815320000,181.47
LNKD,1406815380000,181.45
LNKD,1406815440000,181.365
LNKD,1406815500000,181.3
LNKD,1406815560000,181.61
LNKD,1406815620000,181.89
LNKD,1406815680000,181.87
LNKD,1406815740000,181.65
LNKD,1406815800000,181.49
LNKD,1406815860000,181.65
LNKD,1406815920000,181.7
LNKD,1406815980000,181.86
LNKD,1406816040000,181.78
LNKD,1406816100000,181.76
LNKD,1406816160000,181.8
LNKD,1406816220000,181.62
LNKD,1406816280000,181.74
LNKD,1406816340000,181.62
LNKD,1406816400000,181.63
LNKD,1406816460000,181.62
LNKD,1406816520000,181.69
LNKD,1406816580000,181.61
LNKD,1406816640000,181.66
LNKD,1406816700000,181.63
LNKD,1406816760000,181.66
LNKD,1406816820000,181.64
LNKD,1406816880000,181.6525
LNKD,1406816940000,181.66
LNKD,1406817000000,181.64
LNKD,1406817060000,181.45
LNKD,1406817120000,181.53
LNKD,1406817180000,181.58
LNKD,1406817240000,181.57
LNKD,1406817300000,181.58
LNKD,1406817360000,181.64
LNKD,1406817420000,181.5196
LNKD,1406817480000,181.64
LNKD,1406817540000,181.57
LNKD,1406817600000,181.74
LNKD,1406817660000,181.64
LNKD,1406817720000,181.51
LNKD,1406817780000,181.53
LNKD,1406817840000,181.375
LNKD,1406817900000,181.01
LNKD,1406817960000,180.86
LNKD,1406818020000,180.365
